pagamento_id,cliente_id,valor,data_pagamento
325,325,414.57,2025-02-11
326,326,913.25,2025-01-01
327,327,26.31,2025-03-03
328,328,915.73,2025-03-04
329,329,443.16,2025-01-28
330,330,484.80,2025-03-23
331,331,271.01,2025-01-31
332,332,64.07,2025-02-03
333,333,406.62,2025-02-20
334,334,152.66,2025-01-16
335,335,890.34,2025-03-28
336,336,821.86,2025-03-01
337,337,574.94,2025-04-13
338,338,56.37,2025-03-18
339,339,327.21,2025-03-03
340,340,279.27,2025-01-10
341,341,246.44,2025-01-25
342,342,564.08,2025-02-18
343,343,916.30,2025-03-04
344,344,433.65,2025-01-17
345,345,668.17,2025-01-17
346,346,449.57,2025-01-18
347,347,830.40,2025-01-27
348,348,331.41,2025-04-06
349,349,882.56,2025-02-20
350,350,252.31,2025-02-01
351,351,170.80,2025-02-23
352,352,868.85,2025-02-18
353,353,625.48,2025-04-12
354,354,663.56,2025-04-01
355,355,396.65,2025-03-23
356,356,533.29,2025-01-16
357,357,998.56,2025-01-12
358,358,930.03,2025-01-06
359,359,572.57,2025-01-25
360,360,552.10,2025-04-12
361,361,573.71,2025-04-01
362,362,756.18,2025-02-04
363,363,429.05,2025-04-04
364,364,860.09,2025-02-06
365,365,689.90,2025-01-12
366,366,794.47,2025-03-08
367,367,252.60,2025-01-28
368,368,869.97,2025-03-19
369,369,605.74,2025-03-11
370,370,627.48,2025-03-15
371,371,678.71,2025-01-05
372,372,859.55,2025-03-06
373,373,883.39,2025-03-28
374,374,490.37,2025-03-21
375,375,558.49,2025-03-12
376,376,891.60,2025-01-07
377,377,676.70,2025-03-01
378,378,485.31,2025-01-11
379,379,968.62,2025-01-02
380,380,600.30,2025-01-04
381,381,531.22,2025-04-13
382,382,477.62,2025-01-30
383,383,757.22,2025-01-10
384,384,178.33,2025-04-03
385,385,116.19,2025-03-08
386,386,157.35,2025-01-11
387,387,495.39,2025-02-25
388,388,88.46,2025-03-26
389,389,283.07,2025-03-12
390,390,20.43,2025-02-25
391,391,960.68,2025-01-09
392,392,272.38,2025-01-02
393,393,83.05,2025-04-01
394,394,445.89,2025-02-15
395,395,263.26,2025-04-01
396,396,77.00,2025-02-03
397,397,384.01,2025-02-13
398,398,266.88,2025-03-28
399,399,558.34,2025-02-28
400,400,841.78,2025-04-08
401,401,437.74,2025-03-24
402,402,983.29,2025-01-08
403,403,72.51,2025-02-13
404,404,242.93,2025-02-21
405,405,895.77,2025-03-19
406,406,32.66,2025-01-18
407,407,334.36,2025-02-11
408,408,333.76,2025-01-25
409,409,613.45,2025-01-26
410,410,711.27,2025-02-08
411,411,410.18,2025-03-24
412,412,168.79,2025-01-07
413,413,532.00,2025-01-30
414,414,816.94,2025-04-09
415,415,908.07,2025-03-22
416,416,965.67,2025-01-05
417,417,573.19,2025-01-08
418,418,742.99,2025-02-10
419,419,257.32,2025-03-28
420,420,508.40,2025-02-01
421,421,290.57,2025-01-06
422,422,223.85,2025-02-27
423,423,529.86,2025-03-06
424,424,448.66,2025-04-07
425,425,587.48,2025-01-08
426,426,300.90,2025-02-27
427,427,51.19,2025-03-24
428,428,362.88,2025-02-17
429,429,802.12,2025-03-09
430,430,777.01,2025-01-07
431,431,960.73,2025-03-21
432,432,327.92,2025-02-04
433,433,195.91,2025-02-10
434,434,302.64,2025-01-16
435,435,299.73,2025-04-06
436,436,767.31,2025-02-28
437,437,116.87,2025-03-17
438,438,991.18,2025-04-10
439,439,765.91,2025-01-05
440,440,498.25,2025-02-16
441,441,288.52,2025-01-07
442,442,547.78,2025-03-24
443,443,366.57,2025-02-16
444,444,371.08,2025-01-27
445,445,709.07,2025-02-19
446,446,469.83,2025-02-26
447,447,177.43,2025-03-20
448,448,84.20,2025-02-13
449,449,700.82,2025-02-20
450,450,166.33,2025-04-11
451,451,517.71,2025-03-03
452,452,624.46,2025-04-04
453,453,639.60,2025-01-26
454,454,989.34,2025-02-03
455,455,339.91,2025-03-26
456,456,409.75,2025-02-16
457,457,147.98,2025-04-05
458,458,400.78,2025-03-01
459,459,107.71,2025-01-24
460,460,515.64,2025-02-22
461,461,549.45,2025-02-20
462,462,330.07,2025-01-12
463,463,829.05,2025-01-25
464,464,718.34,2025-03-01
465,465,348.36,2025-04-04
466,466,361.38,2025-01-29
467,467,572.07,2025-02-01
468,468,29.08,2025-03-01
469,469,375.49,2025-03-08
470,470,195.55,2025-01-15
471,471,356.20,2025-03-12
472,472,439.27,2025-03-22
473,473,996.27,2025-03-13
474,474,321.17,2025-02-25
475,475,58.08,2025-02-04
476,476,565.48,2025-01-24
477,477,736.35,2025-02-21
478,478,519.66,2025-04-02
479,479,849.09,2025-01-23
480,480,216.05,2025-01-04
481,481,498.16,2025-01-16
482,482,277.10,2025-04-06
483,483,445.24,2025-01-05
484,484,99.24,2025-01-21
485,485,126.30,2025-03-14
486,486,323.87,2025-01-09
487,487,132.16,2025-03-16
488,488,729.39,2025-03-21
489,489,96.49,2025-03-04
490,490,74.28,2025-01-16
491,491,721.41,2025-02-05
492,492,850.50,2025-02-12
493,493,168.40,2025-02-09
494,494,149.36,2025-01-13
495,495,296.47,2025-04-07
496,496,370.07,2025-02-22
497,497,534.65,2025-03-30
498,498,235.51,2025-03-01
499,499,436.29,2025-01-07
500,500,917.21,2025-03-26
501,501,840.41,2025-03-30
502,502,699.93,2025-02-28
503,503,848.18,2025-04-08
504,504,103.69,2025-02-10
505,505,456.37,2025-02-11
506,506,46.53,2025-02-21
507,507,527.73,2025-01-29
508,508,93.22,2025-03-16
509,509,497.19,2025-01-08
510,510,577.97,2025-03-26
511,511,799.84,2025-02-15
512,512,620.49,2025-01-23
513,513,570.27,2025-02-23
514,514,320.53,2025-02-06
515,515,836.64,2025-02-28
516,516,856.14,2025-02-04
517,517,977.62,2025-03-12
518,518,294.32,2025-02-23
519,519,209.28,2025-03-24
520,520,400.42,2025-03-22
521,521,432.14,2025-03-14
522,522,230.84,2025-01-14
523,523,714.83,2025-01-12
524,524,375.35,2025-01-28
525,525,318.59,2025-01-31
526,526,381.51,2025-03-12
527,527,180.24,2025-03-01
528,528,948.13,2025-02-08
529,529,623.54,2025-04-01
530,530,378.95,2025-02-19
531,531,403.36,2025-01-16
532,532,694.95,2025-03-18
533,533,703.46,2025-03-24
534,534,646.82,2025-03-18
535,535,532.15,2025-01-09
536,536,505.55,2025-02-14
537,537,407.17,2025-02-25
538,538,238.79,2025-03-11
539,539,48.03,2025-02-09
540,540,541.08,2025-01-21
541,541,895.23,2025-04-03
542,542,981.06,2025-02-07
543,543,35.28,2025-03-25
544,544,173.01,2025-01-26
545,545,255.59,2025-02-16
546,546,994.56,2025-04-06
547,547,581.14,2025-01-12
548,548,946.21,2025-04-01
549,549,713.10,2025-04-13
550,550,463.26,2025-01-09
551,551,637.00,2025-02-26
552,552,544.88,2025-03-19
553,553,625.02,2025-02-28
554,554,871.33,2025-02-18
555,555,974.30,2025-02-26
556,556,102.68,2025-03-27
557,557,287.26,2025-02-14
558,558,181.80,2025-04-07
559,559,911.20,2025-04-07
560,560,581.75,2025-03-10
561,561,482.72,2025-02-18
562,562,400.96,2025-03-03
563,563,242.28,2025-02-05
564,564,241.36,2025-02-05
565,565,442.41,2025-03-04
566,566,697.42,2025-04-07
567,567,591.64,2025-04-07
568,568,797.00,2025-04-03
569,569,900.51,2025-01-02
570,570,314.62,2025-01-31
571,571,830.38,2025-02-03
572,572,665.76,2025-01-21
573,573,346.20,2025-02-24
574,574,862.87,2025-02-08
575,575,919.19,2025-02-17
576,576,127.14,2025-03-10
577,577,500.43,2025-03-09
578,578,355.54,2025-02-15
579,579,786.35,2025-04-06
580,580,153.79,2025-03-16
581,581,909.72,2025-01-02
582,582,818.56,2025-01-30
583,583,176.14,2025-01-25
584,584,627.66,2025-04-04
585,585,836.92,2025-02-07
586,586,171.19,2025-01-26
587,587,133.86,2025-01-02
588,588,612.37,2025-01-24
589,589,329.48,2025-02-05
590,590,247.09,2025-01-13
591,591,926.03,2025-04-07
592,592,438.79,2025-01-18
593,593,630.21,2025-01-14
594,594,743.07,2025-03-12
595,595,536.53,2025-02-18
596,596,372.19,2025-03-17
597,597,995.69,2025-03-22
598,598,531.70,2025-02-05
599,599,455.27,2025-02-04
600,600,416.20,2025-03-14
601,601,136.90,2025-01-15
602,602,905.44,2025-01-02
603,603,293.97,2025-01-01
604,604,974.88,2025-02-03
605,605,971.46,2025-03-11
606,606,83.67,2025-03-06
607,607,575.99,2025-03-08
608,608,660.21,2025-01-20
609,609,759.66,2025-03-29
610,610,51.84,2025-04-13
611,611,510.12,2025-04-04
612,612,69.03,2025-02-21
613,613,144.12,2025-01-27
614,614,513.59,2025-03-04
615,615,46.86,2025-03-30
616,616,976.69,2025-01-13
617,617,940.30,2025-03-14
618,618,729.22,2025-04-01
619,619,759.17,2025-03-02
620,620,496.90,2025-03-28
621,621,505.93,2025-03-15
622,622,574.20,2025-01-24
623,623,799.68,2025-03-04
624,624,845.31,2025-03-04
625,625,584.02,2025-04-10
626,626,744.08,2025-01-21
627,627,878.12,2025-03-27
628,628,995.19,2025-02-13
629,629,525.55,2025-03-03
630,630,927.00,2025-01-31
631,631,318.75,2025-01-30
632,632,981.90,2025-03-16
633,633,836.91,2025-04-04
634,634,870.33,2025-01-06
635,635,529.97,2025-04-09
636,636,293.89,2025-01-17
637,637,495.29,2025-02-08
638,638,433.40,2025-02-20
639,639,967.22,2025-03-27
640,640,364.67,2025-04-08
641,641,483.82,2025-03-07
642,642,179.84,2025-02-18
643,643,147.70,2025-03-28
644,644,329.04,2025-03-23
645,645,762.54,2025-02-27
646,646,254.48,2025-02-16
647,647,337.65,2025-02-02
648,648,776.85,2025-03-01
649,649,566.15,2025-03-18
650,650,808.47,2025-04-06
651,651,350.87,2025-01-28
652,652,250.23,2025-04-07
653,653,343.27,2025-01-13
654,654,177.70,2025-02-08
655,655,286.80,2025-03-25
656,656,221.75,2025-01-05
657,657,751.32,2025-02-21
658,658,193.82,2025-01-27
659,659,972.14,2025-01-11
660,660,58.76,2025-02-08
661,661,660.18,2025-01-29
662,662,195.07,2025-01-25
663,663,790.40,2025-04-10
664,664,647.36,2025-04-04
665,665,738.36,2025-04-08
666,666,63.21,2025-02-21
667,667,827.65,2025-03-17
668,668,992.10,2025-01-30
669,669,764.97,2025-02-19
670,670,364.22,2025-04-05
671,671,872.36,2025-02-01
672,672,691.96,2025-01-19
673,673,767.04,2025-01-21
674,674,352.19,2025-01-26
675,675,554.78,2025-02-01
676,676,800.45,2025-04-02
677,677,918.86,2025-01-30
678,678,259.38,2025-02-02
679,679,362.04,2025-02-18
680,680,178.07,2025-03-14
681,681,383.05,2025-03-08
682,682,446.10,2025-02-06
683,683,737.70,2025-03-11
684,684,645.62,2025-01-20
685,685,711.51,2025-03-31
686,686,994.12,2025-02-13
687,687,757.67,2025-01-16
688,688,557.36,2025-03-29
689,689,511.48,2025-04-03
690,690,575.24,2025-03-19
691,691,333.97,2025-03-26
692,692,126.67,2025-01-20
693,693,899.14,2025-01-29
694,694,609.74,2025-03-01
695,695,707.56,2025-01-27
696,696,465.19,2025-02-11
697,697,942.82,2025-01-25
698,698,630.75,2025-04-11
699,699,454.66,2025-02-23
700,700,361.31,2025-02-24
701,701,84.50,2025-03-23
702,702,432.99,2025-04-06
703,703,513.37,2025-01-22
704,704,91.97,2025-03-09
705,705,648.40,2025-03-18
706,706,887.78,2025-01-28
707,707,985.41,2025-02-27
708,708,195.92,2025-02-04
709,709,307.35,2025-03-09
710,710,857.95,2025-01-11
711,711,78.69,2025-01-29
712,712,67.59,2025-02-12
713,713,820.77,2025-03-19
714,714,817.93,2025-03-15
715,715,513.51,2025-02-11
716,716,64.53,2025-02-22
717,717,562.58,2025-02-11
718,718,993.96,2025-01-31
719,719,458.47,2025-01-10
720,720,25.97,2025-01-12
721,721,388.45,2025-04-03
722,722,879.75,2025-03-27
723,723,827.37,2025-01-29
724,724,40.08,2025-01-22
725,725,143.10,2025-02-05
726,726,143.82,2025-02-02
727,727,884.07,2025-02-19
728,728,621.34,2025-03-15
729,729,599.55,2025-02-20
730,730,292.49,2025-02-23
731,731,226.01,2025-01-25
732,732,480.56,2025-03-18
733,733,360.92,2025-04-11
734,734,139.50,2025-01-14
735,735,499.00,2025-02-07
736,736,174.30,2025-03-24
737,737,610.88,2025-02-09
738,738,485.86,2025-02-13
739,739,583.36,2025-01-18
740,740,373.01,2025-03-14
741,741,384.15,2025-02-25
742,742,63.63,2025-03-29
743,743,290.37,2025-02-16
744,744,769.86,2025-04-03
745,745,441.79,2025-02-02
746,746,577.69,2025-02-21
747,747,116.03,2025-03-23
748,748,805.19,2025-04-09
749,749,470.28,2025-04-04
750,750,744.58,2025-01-30
751,751,162.39,2025-01-05
752,752,738.62,2025-03-07
753,753,951.03,2025-04-04
754,754,475.33,2025-03-10
755,755,433.62,2025-01-31
756,756,436.36,2025-02-09
757,757,535.75,2025-02-03
758,758,636.98,2025-02-05
759,759,741.90,2025-03-13
760,760,190.65,2025-04-12
761,761,660.35,2025-02-13
762,762,142.68,2025-02-07
763,763,511.65,2025-01-01
764,764,758.96,2025-04-02
765,765,61.53,2025-03-12
766,766,819.11,2025-04-09
767,767,376.23,2025-03-23
768,768,884.51,2025-02-28
769,769,376.94,2025-03-04
770,770,899.80,2025-02-18
771,771,355.04,2025-01-08
772,772,309.62,2025-02-06
773,773,239.02,2025-03-07
774,774,376.47,2025-01-11
775,775,471.20,2025-03-25
776,776,620.98,2025-04-06
777,777,783.96,2025-03-27
778,778,79.49,2025-04-07
779,779,626.93,2025-03-02
780,780,143.77,2025-03-31
781,781,448.80,2025-04-11
782,782,720.06,2025-02-27
783,783,687.44,2025-03-13
784,784,194.41,2025-02-27
785,785,226.11,2025-02-03
786,786,854.27,2025-01-07
787,787,507.68,2025-01-15
788,788,798.57,2025-03-19
789,789,765.63,2025-01-22
790,790,701.70,2025-03-13
791,791,446.07,2025-01-07
792,792,626.19,2025-03-13
793,793,996.10,2025-01-12
794,794,588.04,2025-01-12
795,795,95.36,2025-02-25
796,796,154.53,2025-03-25
797,797,66.68,2025-03-16
798,798,871.77,2025-02-07
799,799,308.66,2025-02-15
800,800,146.67,2025-01-28
801,801,131.50,2025-04-12
802,802,916.38,2025-03-18
803,803,840.11,2025-03-11
804,804,710.41,2025-03-13
805,805,977.99,2025-02-24
806,806,955.74,2025-03-03
807,807,815.37,2025-02-16
808,808,416.28,2025-02-26
809,809,44.81,2025-04-02
810,810,436.93,2025-01-02
811,811,257.86,2025-01-01
812,812,926.95,2025-03-16
813,813,749.38,2025-03-14
814,814,456.61,2025-02-08
815,815,219.71,2025-02-26
816,816,922.93,2025-03-12
817,817,161.55,2025-02-02
818,818,342.55,2025-04-03
819,819,407.28,2025-01-11
820,820,754.30,2025-03-29
821,821,426.28,2025-03-10
822,822,475.52,2025-03-03
823,823,563.29,2025-03-30
824,824,432.45,2025-02-05
825,825,761.95,2025-02-11
826,826,161.12,2025-01-31
827,827,107.00,2025-01-26
828,828,413.85,2025-03-19
829,829,116.67,2025-01-29
830,830,336.32,2025-03-10
831,831,470.13,2025-02-17
832,832,96.01,2025-03-08
833,833,872.91,2025-02-03
834,834,94.62,2025-03-24
835,835,963.32,2025-01-16
836,836,854.02,2025-03-22
837,837,45.06,2025-02-14
838,838,103.02,2025-03-08
839,839,522.63,2025-02-13
840,840,227.49,2025-02-11
841,841,436.40,2025-03-20
842,842,889.27,2025-04-01
843,843,540.85,2025-02-17
844,844,20.44,2025-03-13
845,845,893.62,2025-01-02
846,846,950.46,2025-03-17
847,847,409.00,2025-03-21
848,848,938.81,2025-04-06
849,849,942.71,2025-04-07
850,850,483.71,2025-01-03
851,851,714.09,2025-03-05
852,852,33.09,2025-04-11
853,853,558.05,2025-02-05
854,854,620.73,2025-01-05
855,855,841.82,2025-02-26
856,856,699.98,2025-02-12
857,857,908.70,2025-03-11
858,858,251.22,2025-02-28
859,859,460.42,2025-03-19
860,860,698.74,2025-01-08
861,861,568.19,2025-04-10
862,862,48.41,2025-03-15
863,863,511.65,2025-01-04
864,864,989.42,2025-02-02
865,865,520.15,2025-04-07
866,866,220.46,2025-03-07
867,867,949.75,2025-02-18
868,868,719.18,2025-02-07
869,869,481.52,2025-03-30
870,870,775.90,2025-02-04
871,871,585.14,2025-03-10
872,872,168.17,2025-04-01
873,873,597.08,2025-03-27
874,874,993.80,2025-01-14
875,875,946.32,2025-01-18
876,876,340.67,2025-03-14
877,877,899.24,2025-02-21
878,878,987.11,2025-02-04
879,879,32.28,2025-01-01
880,880,262.33,2025-02-18
881,881,590.99,2025-01-05
882,882,331.35,2025-01-07
883,883,887.01,2025-03-09
884,884,652.56,2025-02-19
885,885,989.79,2025-03-10
886,886,163.73,2025-02-08
887,887,623.95,2025-03-23
888,888,979.92,2025-03-18
889,889,238.17,2025-04-06
890,890,849.60,2025-01-22
891,891,147.44,2025-03-21
892,892,866.77,2025-02-20
893,893,573.63,2025-03-29
894,894,882.89,2025-03-02
895,895,384.54,2025-01-19
896,896,97.30,2025-03-29
897,897,380.39,2025-01-08
898,898,488.51,2025-02-28
899,899,124.20,2025-03-22
900,900,23.77,2025-02-20
901,901,630.23,2025-04-13
902,902,885.61,2025-02-01
903,903,146.26,2025-04-05
904,904,596.84,2025-03-05
905,905,449.91,2025-01-13
906,906,400.43,2025-01-25
907,907,342.47,2025-03-03
908,908,66.98,2025-03-07
909,909,869.49,2025-04-11
910,910,146.75,2025-03-05
911,911,801.38,2025-02-24
912,912,720.45,2025-04-09
913,913,134.99,2025-02-18
914,914,349.72,2025-01-11
915,915,642.41,2025-03-04
916,916,105.42,2025-01-02
917,917,223.24,2025-03-09
918,918,317.34,2025-03-14
919,919,999.50,2025-03-18
920,920,166.50,2025-04-12
921,921,57.14,2025-01-06
922,922,748.34,2025-02-19
923,923,898.05,2025-03-17
924,924,331.83,2025-03-22
925,925,349.74,2025-03-03
926,926,898.34,2025-02-04
927,927,576.12,2025-01-01
928,928,246.92,2025-02-16
929,929,406.52,2025-04-09
930,930,614.88,2025-04-06
